id,name,reitDollarsInvestedInElement,reitName,reitId,strategy,reitName.1,coverPhotoUrl,thumbnailUrl,status,projectType,address,city,state,zip,lat,lon,submarket,structure,realizedReturn,totalSize,acquisitionDate,exitDate,blendedReturnProjection,annualInterestRate,projectedReturnLowerBound,projectedReturnUpperBound,returnRateType,riskScore,rating,inScopeForInvestorSubmissions,market,geoJson
35,Grand Reserve at Pavilions Apartments,8506500.00,Growth eREIT,2,"{'description': 'Acquire real estate that needs improvements and / or lease-up.', 'id': '3', 'name': 'Value add', 'urlSlug': 'value-add'}",Growth eREIT,images/reit-elements/35/9b58c0a6-ae68-474d-b2c5-e1e657549cfd.jpg,images/reit-elements/35/da9df1d1-0467-40a3-b203-9b86cbf7548d.jpg,REDEEMED,Multifamily,1801 Willow Haven Ln,Charlotte,NC,28262.0,35.336331,-80.719628,,0.273,8506500,2017-04-28T00:00:00.000-04:00,2022-06-21T00:00:00.000-04:00,False,0.0,0.1063,0.1567,PROJECTED_RETURN_RANGE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
36,Glassell Park Urban Rowhome Subdivision,2175000.00,West Coast eREIT,5,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",West Coast eREIT,images/reit-elements/36/0e9d9f14-be89-4848-8a5f-580edc0917a7.jpg,images/reit-elements/36/d57c477d-1281-4c3e-9590-13ab961931f1.jpg,REDEEMED,Build-for-rent,3400 Fletcher Dr,Los Angeles,CA,90065.0,34.118936,-118.239727,Glassell Park,0.086,2175000,2017-04-26T00:00:00.000-04:00,2018-09-18T00:00:00.000-04:00,False,0.0824,0.0,0.0,ANNUAL_INTEREST_RATE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
37,Single-family rental,404625.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/37/a65248fc-9355-4745-be91-15c228e11f3a.jpg,images/reit-elements/37/8e7a7184-81b7-4624-acc2-b92cb8d0ad20.jpg,REDEEMED,Single-family rental,5133 La Vista Ct,Los Angeles,CA,90004.0,34.082248,-118.314759,,0.24,404625,2017-05-31T00:00:00.000-04:00,2018-03-23T00:00:00.000-04:00,False,0.0,0.0,0.0,NO_RETURN_PROJECTION,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
38,Gramercy Urban Rowhomes,10750000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/38/53b9d489-16a8-4a63-a6ec-95eccdfd1652.jpg,images/reit-elements/38/d5790eed-c72a-451d-9467-645215fcafa8.jpg,REDEEMED,Build-for-rent,733-743 North Gramercy Pl,Los Angeles,CA,90038.0,34.084962,-118.31279,,0.088,10750000,2017-05-01T00:00:00.000-04:00,2020-05-19T00:00:00.000-04:00,False,0.0855,0.0,0.0,ANNUAL_INTEREST_RATE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
39,Avenue 56 Urban Rowhome Development,3125000.00,West Coast eREIT,5,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",West Coast eREIT,images/reit-elements/39/11129d1c-0c07-4bea-be5d-0967048ad124.jpg,images/reit-elements/39/62f76132-b5b8-414b-adaa-321a256d3dbe.jpg,REDEEMED,Build-for-rent,1118 N Ave 56,Los Angeles,CA,90042.0,34.120542,-118.19608,,0.08,3125000,2017-05-10T00:00:00.000-04:00,2017-12-11T00:00:00.000-05:00,False,0.08,0.0,0.0,ANNUAL_INTEREST_RATE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
40,Golden Surf Luxury Homes,3050000.00,West Coast eREIT,5,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",West Coast eREIT,images/reit-elements/40/1090542d-2cd9-419c-a496-bcfa28b2675a.jpg,images/reit-elements/40/0f1183aa-412e-4872-bf07-9e1e3a46e2c6.jpg,REDEEMED,Build-for-rent,6798 Paseo Del Norte,Carlsbad,CA,92011.0,33.110836,-117.308811,,0.09,3050000,2017-05-10T00:00:00.000-04:00,2018-10-05T00:00:00.000-04:00,False,0.09,0.0,0.0,ANNUAL_INTEREST_RATE,9.0,"{'riskScore': '9', 'color': '#3F9FFF', 'letter': 'B', 'subletter': '1', 'full': 'B1'}",False,False,,
41,Stratus Apartments,4000000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/41/6a5ea606-6b11-4972-bb46-f82765f7f59c.jpg,images/reit-elements/41/aa0da357-c437-42ee-83d6-cdc5d8abe89e.jpg,REDEEMED,Preferred equity,4255 Airport Rd,Colorado Springs,CO,80910.0,38.824805,-104.750724,,0.11,4000000,2016-04-29T00:00:00.000-04:00,2018-08-31T00:00:00.000-04:00,False,0.11,0.0,0.0,ANNUAL_INTEREST_RATE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,"{'description': 'Though perhaps best known for world-class winter sports and craft beer, the Denver area economy is growing faster than its housing supply, creating value-add opportunities for smart investors.', 'name': 'Denver - Front Range', 'thumbnailUrl': 'images/market-thumbnails/936af61d-191d-4c39-ac32-334a375e605a.jpg', 'urlSlug': 'denver'}",
42,Single-family rental,490358.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/42/8f5c1caa-6b05-43e9-884e-fa44bc84d72d.jpg,images/reit-elements/42/5f9de85f-976e-4dc4-8f2d-bd3dcc512507.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90062.0,34.05352,-118.242822,South LA,0.0,490358,2017-06-22T00:00:00.000-04:00,,True,0.0,0.054,0.119,PROJECTED_RETURN_RANGE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,,
43,Cedars of San Marcos Apartments,4941866.00,Heartland eREIT,4,"{'description': 'Acquire real estate that needs improvements and / or lease-up.', 'id': '3', 'name': 'Value add', 'urlSlug': 'value-add'}",Heartland eREIT,images/reit-elements/43/15a90333-fa94-4042-9512-3385bfcc589a.jpg,images/reit-elements/43/eb0549d6-7d52-4d0e-a09b-dc77dd681fcf.jpg,REDEEMED,Multifamily,1101 Leah Ave,San Marcos,TX,78666.0,29.854549,-97.948598,,0.091,4941866,2017-08-22T00:00:00.000-04:00,2021-09-27T00:00:00.000-04:00,False,0.0,0.105,0.1347,PROJECTED_RETURN_RANGE,16.0,"{'riskScore': '16', 'color': '#FF794C', 'letter': 'D', 'subletter': '2', 'full': 'D2'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
44,Brandywine Hundred Apartments,4000000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/44/c316cccf-432d-472b-9d91-41b67c42541c.jpg,images/reit-elements/44/1051c914-8b6b-47a4-91be-70d413a84eef.jpg,REDEEMED,Preferred equity,400 Foulk Rd,Wilmington,DE,19803.0,39.781619,-75.539513,,0.1,4000000,2017-09-11T00:00:00.000-04:00,2019-04-30T00:00:00.000-04:00,False,0.1,0.0,0.0,ANNUAL_INTEREST_RATE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,,
45,Capital Club Apartments,6000000.00,East Coast eREIT,3,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",East Coast eREIT,images/reit-elements/45/f63ab85d-c5b5-414c-883e-0fddc13932fd.jpg,images/reit-elements/45/af19d27f-9af0-41bd-bbe8-4da15c912d01.jpg,REDEEMED,Multifamily,202 Fort Mill Hwy,Indian Land,SC,29707.0,35.001976,-80.860177,,0.12,6000000,2017-08-30T00:00:00.000-04:00,2021-09-14T00:00:00.000-04:00,False,0.12,0.0,0.0,ANNUAL_INTEREST_RATE,15.0,"{'riskScore': '15', 'color': '#FF884C', 'letter': 'D', 'subletter': '1', 'full': 'D1'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
46,Downtown Phoenix Acquisition Loan,1700000.00,West Coast eREIT,5,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",West Coast eREIT,images/reit-elements/46/c54d1a7e-cd1a-404d-bf37-09ccc80dd5bc.jpg,images/reit-elements/46/7200af04-fbed-4a69-b3fd-845ec56031ed.jpg,REDEEMED,Real estate debt,319 N 6th Ave,Phoenix,AZ,85003.0,33.452915,-112.080985,,0.093,1700000,2017-08-24T00:00:00.000-04:00,2018-05-29T00:00:00.000-04:00,False,0.1,0.0,0.0,ANNUAL_INTEREST_RATE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
47,Forest Cove Apartments,5386054.00,Heartland eREIT,4,"{'description': 'Acquire real estate that needs improvements and / or lease-up.', 'id': '3', 'name': 'Value add', 'urlSlug': 'value-add'}",Heartland eREIT,images/reit-elements/47/67802f54-e0ec-40da-b18a-dc454360084f.jpg,images/reit-elements/47/075afc92-98a2-4094-8a82-4db5e7dd233c.jpg,ACTIVE,Multifamily,3446 S Akron St,Denver,CO,80231.0,39.653973,-104.88166,,0.0,5386054,2017-09-28T00:00:00.000-04:00,,True,0.0,0.1084,0.1318,PROJECTED_RETURN_RANGE,14.0,"{'riskScore': '14', 'color': '#FFAF40', 'letter': 'C', 'subletter': '3', 'full': 'C3'}",False,False,"{'description': 'Though perhaps best known for world-class winter sports and craft beer, the Denver area economy is growing faster than its housing supply, creating value-add opportunities for smart investors.', 'name': 'Denver - Front Range', 'thumbnailUrl': 'images/market-thumbnails/936af61d-191d-4c39-ac32-334a375e605a.jpg', 'urlSlug': 'denver'}",
48,Volaris Live Oak Apartments,4600000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/48/74626124-60b6-495a-87af-866fe82d9f44.jpg,images/reit-elements/48/bc4dcf1d-ad77-4019-96ac-32810e811e7d.jpg,REDEEMED,Preferred equity,2401 Cattlemen Rd,Sarasota,FL,34232.0,27.310333,-82.450292,,0.1,4600000,2017-10-11T00:00:00.000-04:00,2020-11-20T00:00:00.000-05:00,False,0.1,0.0,0.0,ANNUAL_INTEREST_RATE,14.0,"{'riskScore': '14', 'color': '#FFAF40', 'letter': 'C', 'subletter': '3', 'full': 'C3'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
49,Single-family rental,1461311.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/49/162a3a03-df9b-41a7-b6b0-ab5bf444aaa9.jpg,images/reit-elements/49/cfe3f1ff-187d-463d-a17d-749de11b6896.jpg,ACTIVE,Single-family rental,Address not disclosed,Washington,DC,20009.0,38.926508,-77.031078,,0.0,1461311,2017-11-08T00:00:00.000-05:00,,False,0.0,0.039,0.104,PROJECTED_RETURN_RANGE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,"{'description': ""Washington, DC and its suburbs in Maryland and northern Virginia form a fast-growing and dynamic market that's uniquely insulated from national economic downturns by the federal government."", 'name': 'National Capital Region', 'thumbnailUrl': 'images/market-thumbnails/279d3c5d-1088-4c1a-9657-b4a0a146b9ae.jpg', 'urlSlug': 'washington-dc'}",
50,Angelino Heights Urban Home Development,10545200.00,West Coast eREIT,5,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",West Coast eREIT,images/reit-elements/50/bea9f8c9-8392-4543-b86a-b64a6f78a609.png,images/reit-elements/50/21d74fb0-6f50-4c7e-9a55-d78a210bed8e.png,REDEEMED,Build-for-rent,1035 White Knoll Dr,Los Angeles,CA,90012.0,34.070564,-118.246983,,0.089,10545200,2017-10-25T00:00:00.000-04:00,2019-10-29T00:00:00.000-04:00,False,0.0849,0.0,0.0,ANNUAL_INTEREST_RATE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,,
51,Single-family rental,1891663.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/51/5e4bbd4a-f80c-4a1d-af69-1d2557216afb.jpg,images/reit-elements/51/3159de16-b545-44e1-9ae6-c511ae9566b9.jpg,ACTIVE,Single-family rental,Address not disclosed,Washington,DC,20009.0,38.914705,-77.040318,,0.0,1891663,2017-12-08T00:00:00.000-05:00,,False,0.0,0.077,0.128,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,,
52,Hotel Clermont Renovation,3019355.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/52/db4cb611-8326-4d2e-93b8-ec4d896b6870.jpg,images/reit-elements/52/4ceb5add-3fb7-4e4b-82e6-5c0d9e4bf65b.jpg,REDEEMED,Real estate debt,789 Ponce De Leon Ave NE,Atlanta,GA,30306.0,33.773544,-84.361365,,0.091,3019355,2016-01-07T00:00:00.000-05:00,2019-10-07T00:00:00.000-04:00,False,0.09,0.0,0.0,ANNUAL_INTEREST_RATE,10.0,"{'riskScore': '10', 'color': '#3FBFFF', 'letter': 'B', 'subletter': '2', 'full': 'B2'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
53,South LA Rental Bungalow,491225.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/53/5c8731a5-ef97-4b1d-82a8-1b2d59e1f718.jpg,images/reit-elements/53/3dbaf5be-d72b-47ed-b9e4-a981f4e5c12b.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90062.0,34.05352,-118.242822,South LA,0.0,491225,2017-08-10T00:00:00.000-04:00,,True,0.0,0.054,0.119,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
54,Single-family rental,562698.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/54/3bcd1330-141d-4095-9db0-39792c9c1e07.jpg,images/reit-elements/54/ff274422-74e5-4fac-98d1-2063bbbb9388.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90062.0,34.05352,-118.242822,,0.0,562698,2017-08-09T00:00:00.000-04:00,,True,0.0,0.054,0.119,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,,
55,South Los Angeles - Craftsman Rental Home,452701.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/55/6f304502-d268-4350-b43d-2336deb3ed29.jpg,images/reit-elements/55/d187e3eb-f325-4eea-9013-eb5b62513fd9.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90037.0,34.05352,-118.242822,South LA,0.0,452701,2017-09-01T00:00:00.000-04:00,,True,0.0,0.054,0.119,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,,
56,Los Angeles Elysian Valley Acquisition Loan - Frogtown,2950000.00,West Coast eREIT,5,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",West Coast eREIT,images/reit-elements/56/e1bcc1ec-418d-43a2-834f-707443306cc5.jpg,images/reit-elements/56/f5f452c1-97d7-425f-beb0-46d64a9e7fde.jpg,REDEEMED,Build-for-rent,Address not disclosed,Los Angeles,CA,90039.0,34.10437,-118.243586,Frogtown,0.08,2950000,2017-07-03T00:00:00.000-04:00,2018-03-16T00:00:00.000-04:00,False,0.08,0.0,0.0,ANNUAL_INTEREST_RATE,10.0,"{'riskScore': '10', 'color': '#3FBFFF', 'letter': 'B', 'subletter': '2', 'full': 'B2'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
57,Single-family rental,2250000.00,Fundrise eFund,8,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Fundrise eFund,images/reit-elements/57/104b443d-e773-478e-a3ac-f9488fe86b79.jpg,images/reit-elements/57/ce9451e5-e224-464e-8901-a61d4342f45a.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90042.0,34.124673,-118.188337,,0.0,2250000,2017-08-04T00:00:00.000-04:00,,False,0.0,0.0,0.0,NO_RETURN_PROJECTION,14.0,"{'riskScore': '14', 'color': '#FFAF40', 'letter': 'C', 'subletter': '3', 'full': 'C3'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
58,Aspen Heights Apartments,4500000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/58/be26f824-ca6b-4ea7-8963-88e98ea20116.jpg,images/reit-elements/58/bc9887e9-6306-48c4-8658-c3276434a98c.jpg,ACTIVE,Preferred equity,1028 E St Louis St,Springfield,MO,65806.0,37.208244,-93.279723,,0.0,4500000,2017-12-11T00:00:00.000-05:00,,False,0.1,0.0,0.0,ANNUAL_INTEREST_RATE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,,
59,Westmoreland Pre-Development Acquisition,2593193.00,Fundrise eFund,8,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Fundrise eFund,images/reit-elements/59/1f3a1570-2ddd-442f-b1cf-932facd3e1ca.jpg,images/reit-elements/59/06a26974-8c62-43ab-ba15-e62f207fe79e.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90029.0,34.05352,-118.242822,,0.0,2593193,2017-11-09T00:00:00.000-05:00,,False,0.0,0.0847,0.1023,PROJECTED_RETURN_RANGE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
60,Real estate debt,2923350.00,Fundrise eFund,8,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Fundrise eFund,images/reit-elements/60/e79878ef-eab4-47ba-a2d7-4f7bde988015.jpg,images/reit-elements/60/2a9f854d-2cd2-4084-a1af-870a11751d20.jpg,REDEEMED,Real estate debt,1316 Douglas Street,Los Angeles,CA,90026.0,34.074829,-118.250995,,0.072,2923350,2017-11-20T00:00:00.000-05:00,2021-03-18T00:00:00.000-04:00,False,0.0,0.08,0.095,PROJECTED_RETURN_RANGE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
61,South Los Angeles Renovated Rental Bungalow,533775.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/61/13130974-a570-4c78-b2e7-b7ce8df499d9.jpg,images/reit-elements/61/b45d0e18-de5a-4c89-ab3f-d8840f07f1c3.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90037.0,34.05352,-118.242822,,0.0,533775,2017-07-07T00:00:00.000-04:00,,True,0.0,0.054,0.119,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
62,Single-family rental,544497.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/62/cb33ded6-762d-4292-9def-f64190d81318.jpg,images/reit-elements/62/8be23119-d9c1-4c1b-82e7-269c834ecdb7.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90062.0,34.022894,-118.257665,South LA,0.0,544497,2017-08-18T00:00:00.000-04:00,,True,0.0,0.054,0.119,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
